Volatility 3 Framework 2.27.0

Offset	Name
0x3eb5b350	\$Directory
0x3eb5b560	\$Directory
0x3eb5c820	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries\Music.library-ms
0x3eb5ca10	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTMsMpPsSession7.etl
0x3eb5df20	\Endpoint
0x3eb5e350	\Windows\System32\en-US\bthprops.cpl.mui
0x3eb5e520	\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x3eb5e740	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eb5eb30	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4WHC.evtx
0x3eb5ed50	\Windows\bfsvc.exe
0x3eb621a0	\Endpoint
0x3eb6d8a0	\Windows\System32\en-US\KernelBase.dll.mui
0x3eb6da70	\Windows\Fonts\StaticCache.dat
0x3eb76070	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.ci
0x3eb77a70	\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x3eb78a70	\Windows\System32\wdi\LogFiles\WdiContextLog.etl.001
0x3eb78e60	\lsass
0x3eb7a4b0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eb842b0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x3eb844d0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x3eb848c0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x3eb84bf0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x3eb84f20	\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\Purble Place.lnk
0x3eb85290	\$Directory
0x3eb854b0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x3eb85680	\Windows\System32\en-US\bthprops.cpl.mui
0x3eb858a0	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x3eb85c90	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x3eb85e60	\Windows\System32\en-US\KernelBase.dll.mui
0x3eb864b0	\Windows\ehome\ehepgres.dll
0x3eb868a0	\$Directory
0x3eb87290	\Windows\System32\en-US\cmd.exe.mui
0x3eb87c90	\Users\SmartNet\Favorites\Links\desktop.ini
0x3eb88070	\$Directory
0x3eb88800	\Windows\System32\SampleRes.dll
0x3eb88a20	\$Directory
0x3eb88e60	\Windows\ehome\en-US\ehepgres.dll.mui
0x3eb89070	\Users\SmartNet\Favorites\Links for United States\desktop.ini
0x3eb8dea0	\Users\SmartNet\Links
0x3eb948b0	\Users\Public\Downloads\desktop.ini
0x3eb94a00	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Control Panel.lnk
0x3eb96440	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Memory Diagnostics Tool.lnk
0x3eb97620	\Users\SmartNet\AppData\Local\IconCache.db
0x3eb97770	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eb98070	\Windows\System32\EhStorShell.dll
0x3eb9a200	\Windows\SysWOW64\en-US\iedkcs32.dll.mui
0x3eb9a520	\Windows\SysWOW64\iedkcs32.dll
0x3eb9ad50	\$Directory
0x3eb9cf20	\Windows\System32\cscui.dll
0x3eb9f220	\ProgramData\Microsoft\Windows Defender\Scans\History\Service\Unknown.Log
0x3eba04c0	\Windows\System32\NlsData0009.dll
0x3eba1a90	\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a\GdiPlus.dll
0x3eba1e50	\Users\SmartNet\AppData\Local\Temp\FXSAPIDebugLogFile.txt
0x3eba2070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eba2b40	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eba33f0	\Windows\System32\IconCodecService.dll
0x3eba3600	\Users\SmartNet\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x3eba42f0	\Windows\SysWOW64\ie4uinit.exe
0x3eba4bd0	\Windows\ehome\ehSSO.dll
0x3eba53d0	\Windows\System32\ie4uinit.exe
0x3eba5af0	\Windows\System32\en-US\iedkcs32.dll.mui
0x3eba5e60	\Windows\System32\iedkcs32.dll
0x3eba6740	\Users\Public\Desktop\desktop.ini
0x3eba6960	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eba6e60	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3eba7070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebaa600	\Windows\System32\timedate.cpl
0x3ebac810	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x3ebacf20	\Users\SmartNet\AppData\Local\Microsoft\Windows\Caches\cversions.1.db
0x3ebad420	\Users\SmartNet\AppData\Local\Microsoft\Windows\Burn
0x3ebad570	\Users\SmartNet\AppData\Local\Microsoft\Windows\Burn
0x3ebad6c0	\Users\Public\Desktop
0x3ebadc00	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x3ebadf20	\Users\Public\Desktop
0x3ebae070	\Users\SmartNet\Desktop
0x3ebae3b0	\Users\SmartNet\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini
0x3ebae660	\Windows\System32\shdocvw.dll
0x3ebaf440	\Users\SmartNet\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows Explorer.lnk
0x3ebaf7a0	\Windows\System32\C_1250.NLS
0x3ebafc00	\$Directory
0x3ebb1f20	\$Directory
0x3ebb25f0	\ProgramData\Microsoft\Windows\Start Menu\Programs\desktop.ini
0x3ebb2960	\ProgramData\Microsoft\Windows\Start Menu\desktop.ini
0x3ebb39b0	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Themes\TranscodedWallpaper.jpg
0x3ebb5070	\Users\SmartNet
0x3ebb5370	\$Directory
0x3ebb54c0	\Windows\System32\gameux.dll
0x3ebb5f20	\$Directory
0x3ebb61d0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebb6690	\$Directory
0x3ebb7340	\ProgramData\Microsoft\Windows\Start Menu
0x3ebb7760	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini
0x3ebb7c90	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x3ebb7de0	\$Directory
0x3ebb83b0	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x3ebb9070	\Windows\Resources\Themes\Aero\Shell\NormalColor\shellstyle.dll
0x3ebb9830	\Windows\System32\FXSRESM.dll
0x3ebb9c50	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Desktop.ini
0x3ebb9e20	\Windows\winsxs\FileMaps\$$_system32_21f9a9c4a2f8b514.cdf-ms
0x3ebba760	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebba8b0	\$Directory
0x3ebbab00	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Desktop.ini
0x3ebbbb40	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\desktop.ini
0x3ebbc070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebbc290	\Windows\System32\hcproviders.dll
0x3ebbc3e0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\Desktop.ini
0x3ebbc9c0	\$Directory
0x3ebbcc70	\Windows\System32\msls31.dll
0x3ebbd830	\$Directory
0x3ebbe070	\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini
0x3ebbe350	\Windows\Fonts\segoeuii.ttf
0x3ebbeb10	\$Directory
0x3ebbf070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebbf1e0	\Users\SmartNet\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\desktop.ini
0x3ebbf740	\ProgramData\Microsoft\Windows\Start Menu\Programs\Subsystem for UNIX-based Applications\Desktop.ini
0x3ebbfb70	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebbfcc0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini
0x3ebc0070	\$Directory
0x3ebc02c0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Desktop.ini
0x3ebc0b50	\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll
0x3ebc1630	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x3ebc1c60	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebc2330	\Windows\System32\cscobj.dll
0x3ebc2480	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Tablet PC\Desktop.ini
0x3ebc2c50	\$Directory
0x3ebc2f20	\ProgramData\Microsoft\Windows\WER\ReportArchive
0x3ebc31c0	\$Directory
0x3ebc3720	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\desktop.ini
0x3ebc3f20	\$Directory
0x3ebc4670	\Users\SmartNet\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x3ebc5290	\Users\SmartNet\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x3ebc53e0	\ProgramData\Microsoft\Windows\Start Menu
0x3ebc6960	\Windows\System32\PortableDeviceTypes.dll
0x3ebc6e80	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x3ebc7070	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ebc7350	\Windows\System32
0x3ebc7b90	\Users\SmartNet\AppData\Local\Microsoft\Windows\WER\ReportArchive
0x3ebc92c0	\Windows\System32\FXSST.dll
0x3ebc9410	\Users\SmartNet\Searches\desktop.ini
0x3ebc9780	\Users\SmartNet\Desktop\Firefox.lnk
0x3ebc9af0	\Users\SmartNet\AppData\Local\Microsoft\Windows\WER\ERC
0x3ebc9d00	\Windows\System32\thumbcache.dll
0x3ebcad10	\$Directory
0x3ebcb4d0	\Users\SmartNet\Contacts\desktop.ini
0x3ebcc070	\Users\SmartNet\Favorites\desktop.ini
0x3ebcece0	\$Directory
0x3ebd0070	\Windows\explorer.exe
0x3ebd0270	\Windows\System32\DeviceCenter.dll
0x3ebd0b30	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x3ebd0e90	\$Directory
0x3ebd1070	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x3ebd1430	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x3ebd1710	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x3ebd1860	\Windows\System32\en-US\DeviceCenter.dll.mui
0x3ebd1b40	\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x3ebd39f0	\$Directory
0x3ebd3f20	\Windows\Media\Windows Logon Sound.wav
0x3ebd4d10	\Users\Alissa Simpson\Desktop\desktop.ini
0x3ebd6b10	\Windows\System32\en-US\wdmaud.drv.mui
0x3ebd7280	\Windows\System32\en-US\MMDevAPI.dll.mui
0x3ebd9a50	\Windows\System32\webcheck.dll
0x3ebdb070	\Windows
0x3ebe26f0	\Windows\System32\stobject.dll
0x3ebe34a0	\Windows\System32\QUTIL.DLL
0x3ebe4d00	\Windows\System32\DXP.dll
0x3ebe52d0	\Windows\System32\mmres.dll
0x3ebe7ea0	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries\Documents.library-ms
0x3ebea990	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries\desktop.ini
0x3ebec420	\Windows\System32\ieframe.dll
0x3ebf10f0	\Windows\System32\prnfldr.dll
0x3ebf1e20	\Windows\System32\srchadmin.dll
0x3ebf22b0	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries
0x3ebf25c0	\Windows\System32\FXSAPI.dll
0x3ebf2770	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x3ebf2ad0	\$Directory
0x3ebf2cc0	\Users\Public\Documents\desktop.ini
0x3ebf2ed0	\Windows\System32\wpdshext.dll
0x3ebf3070	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries
0x3ebf3840	\Windows\System32\WPDShServiceObj.dll
0x3ebf3f20	\Windows\System32\VBoxTray.exe
0x3ebf56e0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Media Center.lnk
0x3ebf5a70	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\NetworkProjection.lnk
0x3ebf5bc0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\displayswitch.lnk
0x3ebf5f20	\Windows\System32\wiaservc.dll
0x3ebf96e0	\Windows\System32\wlanapi.dll
0x3ebf9dc0	\Windows\System32\Microsoft\Protect\S-1-5-18\50572be2-c866-4994-b127-489906393fe8
0x3ebfa4c0	\Endpoint
0x3ebfc250	\Endpoint
0x3ebfd670	\Windows\System32\P2P.dll
0x3ebfd850	\Windows\System32\wdi\{86432a0b-3c7d-4ddf-a89c-172faa90485d}\{78c4606c-2911-42a7-a9d8-7adb76174698}\snapshot.etl
0x3ebfe4b0	\Endpoint
0x3ebffd20	\Endpoint
0x3ec010f0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{42125072-57AF-4F99-82DB-4EC97B1817EB}
0x3ec02d70	\Windows\System32\VBoxMRXNP.dll
0x3ec032c0	\Windows\System32\imageres.dll
0x3ec034b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx
0x3ec036f0	\$MapAttributeValue
0x3ec03900	\Windows\System32\gpsvc.dll
0x3ec04360	\$Directory
0x3ec04a20	\Windows\System32\cscsvc.dll
0x3ec06e60	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx
0x3ec07130	\Windows\System32\MPSSVC.dll
0x3ec08610	\Windows\System32\nlaapi.dll
0x3ec09a40	\Windows\System32\en-US\mmres.dll.mui
0x3ec0ada0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx
0x3ec0c0f0	\Windows\System32\drivers\fltMgr.sys
0x3ec0c240	\Windows\System32\atl.dll
0x3ec0c660	\Windows\System32\PeerDist.dll
0x3ec0d530	\Windows\System32\PSHED.DLL
0x3ec0d7d0	
0x3ec0e5b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx
0x3ec0e920	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0x3ec103b0	\Windows\CSC\v2.0.6
0x3ec109b0	\Windows\System32\duser.dll
0x3ec10b00	sm
0x3ec12f20	\Windows\CSC
0x3ec13240	\Windows\System32\microsoft-windows-kernel-processor-power-events.dll
0x3ec13a50	\$Directory
0x3ec13ba0	\Windows\CSC\v2.0.6\temp
0x3ec14540	\Windows\System32\themeservice.dll
0x3ec14dd0	\Windows\CSC\v2.0.6\pq
0x3ec15420	\Windows\System32\taskschd.dll
0x3ec15730	\Windows\CSC\v2.0.6\namespace
0x3ec179f0	\.\.
0x3ec17f20	\Windows\System32\winmm.dll
0x3ec18070	
0x3ec188f0	\Windows\System32\ksuser.dll
0x3ec19930	\Windows\System32\dsrole.dll
0x3ec19e20	\Windows\winsxs\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_106f9be843a9b4e3\comctl32.dll.mui
0x3ec1a1a0	\Windows\System32\wdmaud.drv
0x3ec1a620	\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x3ec1ef20	\Endpoint
0x3ec1f2a0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{8DC32710-C660-495A-82F3-01663123D50D}
0x3ec1fb30	\Endpoint
0x3ec21110	\Windows\System32\drivers\intelppm.sys
0x3ec21500	\ProgramData\Microsoft\Windows\DRM\drmstore.hds
0x3ec21af0	\$Directory
0x3ec22710	\Windows\System32\en-US\KernelBase.dll.mui
0x3ec22860	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ec22f20	\Windows\System32\drivers\hdaudbus.sys
0x3ec23180	\$Directory
0x3ec237c0	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x3ec24450	\Users\Alissa Simpson\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x3ec279a0	\Windows\System32\es.dll
0x3ec27c00	\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx
0x3ec29a20	\ProgramData\Microsoft\RAC\StateData\RacWmiEventData.dat
0x3ec29b70	\$Directory
0x3ec2e740	\Windows\System32\SndVolSSO.dll
0x3ec2e8f0	\Windows\System32\mstask.dll
0x3ec31050	\Windows\System32\drivers\lltdio.sys
0x3ec31d10	\Windows\System32\hid.dll
0x3ec33dd0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ec35f20	\$Recycle.Bin\S-1-5-21-3073570648-3149397540-2269648332-1003\desktop.ini
0x3ec36700	\Windows\System32\en-US\wdmaud.drv.mui
0x3ec37ea0	\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx
0x3ec38590	\Windows\inf\hdaudio.PNF
0x3ec38c20	\Windows\System32\bthprops.cpl
0x3ec38d70	\Windows\System32\dwmapi.dll
0x3ec39070	\Windows\System32\comres.dll
0x3ec396c0	\Windows\System32\Sens.dll
0x3ec39f20	\Windows\System32\drivers\rspndr.sys
0x3ec3aae0	\Windows\System32\winevt\Logs\Microsoft-Windows-BranchCacheSMB%4Operational.evtx
0x3ec3b640	\Windows\System32\uxsms.dll
0x3ec3c070	\$Directory
0x3ec3cf20	\$Directory
0x3ec3df20	\Windows\System32\xmllite.dll
0x3ec3f910	\Windows\System32\en-US\MMDevAPI.dll.mui
0x3ec427d0	\Windows\System32\schedcli.dll
0x3ec43220	\srvsvc
0x3ec43e60	\Windows\System32\wbem\wmipcima.dll
0x3ec446e0	\Windows\System32\wmi.dll
0x3ec44920	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{8A5C3AA6-6D6B-416E-B941-D493F96484A5}
0x3ec44d30	\Windows\System32\VBoxService.exe
0x3ec48f20	\Windows\System32\cscdll.dll
0x3ec497f0	\Windows\System32\dwmredir.dll
0x3ec49b60	\Windows\System32\msutb.dll
0x3ec4a2e0	\Windows\System32\nrpsrv.dll
0x3ec4ab10	\Windows\System32\AudioSes.dll
0x3ec4d910	\Windows\System32\npmproxy.dll
0x3ec4e070	\Windows\System32\lmhsvc.dll
0x3ec4e5c0	\Windows\System32\nsisvc.dll
0x3ec527b0	\Windows\System32
0x3ec53f20	\Windows\System32\dhcpcore.dll
0x3ec55840	\Windows\System32\dhcpcore6.dll
0x3ec56440	\Windows\System32\msacm32.drv
0x3ec56d10	\Windows\System32\dnsrslvr.dll
0x3ec58720	\Windows\System32\FWPUCLNT.DLL
0x3ec5a260	\Windows\System32\msacm32.dll
0x3ec5a3b0	\Windows\System32\ActionCenter.dll
0x3ec5cd30	\Windows\System32\dnsext.dll
0x3ec60760	\Windows\System32\midimap.dll
0x3ec6a070	\Windows\System32\dhcpcsvc6.dll
0x3ec6b970	\Windows\System32\drivers\etc
0x3ec6d070	\Endpoint
0x3ec71b30	\Windows\System32\shsvcs.dll
0x3ec71d10	\Windows\System32\FntCache.dll
0x3ec73f20	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache-System.dat
0x3ec74f20	\Windows\System32\fvecerts.dll
0x3ec75290	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx
0x3ec7b070	\Windows\System32\AUDIOKSE.dll
0x3ec7bc60	\Windows\System32\tbs.dll
0x3ec7f900	\Windows\System32\schedsvc.dll
0x3ec80070	\Windows\System32\msxml3r.dll
0x3ec803a0	\Users\Alissa Simpson\ntuser.dat.LOG1
0x3ec80940	\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x3ec80d60	\$Directory
0x3ec81630	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ec82070	\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x3ec82420	\Windows\System32\advapi32.dll
0x3ec82bd0	\Windows\System32\en-US\WinSATAPI.dll.mui
0x3ec83830	\Windows\System32\MSMPEG2ENC.DLL
0x3ec83980	\Windows\System32\devenum.dll
0x3ec84600	\Endpoint
0x3ec84e60	\Windows\System32\msdmo.dll
0x3ec86570	\Endpoint
0x3ec882e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0x3ec88650	\Windows\System32\AudioEng.dll
0x3ec88a40	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{010161B9-2C68-4C8D-9C9B-46D4B250BD4F}
0x3ec8aa10	\Windows\System32\WindowsCodecs.dll
0x3ec8bbc0	\Windows\System32\ktmw32.dll
0x3ec8bd10	\AUTORUN.INF
0x3ec8e2c0	\Windows\System32\fveapi.dll
0x3ec8e560	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ec8ed00	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx
0x3ec8f6d0	\Windows\System32\sqmapi.dll
0x3ec90390	\Windows\System32\WMALFXGFXDSP.dll
0x3ec90b20	\Windows\System32\wiarpc.dll
0x3ec91a90	\Windows\System32\mfplat.dll
0x3ec93c30	\PIPE_EVENTROOT\CIMV2SCM EVENT PROVIDER
0x3ec93dd0	\Windows\System32\winbrand.dll
0x3ec94070	\Windows\System32\taskcomp.dll
0x3ec95070	\Winsock2\CatalogChangeListener-1ec-0
0x3ec96070	\Windows\Tasks\SA.DAT
0x3ec96ac0	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x3ec97150	\Endpoint
0x3ec974c0	\Windows\System32\Tasks\Microsoft\Windows\Ras\MobilityManager
0x3ec977d0	\Windows\Branding\Basebrd\basebrd.dll
0x3ec98580	\Windows\System32\VaultCredProvider.dll
0x3ec987b0	\Windows\System32\drivers\fltMgr.sys
0x3ec98dc0	\Windows\System32\drivers\fileinfo.sys
0x3ec9b5d0	\Endpoint
0x3ec9cdc0	\Endpoint
0x3ec9d2b0	\Windows\Tasks\SCHEDLGU.TXT
0x3ec9dda0	\Endpoint
0x3ec9eb30	\Windows\System32\certCredProvider.dll
0x3ec9edd0	\Windows\System32\BioCredProv.dll
0x3ec9ef20	\Windows\System32\AltTab.dll
0x3ec9f070	\Windows\System32\credui.dll
0x3ec9f620	\Windows\System32\SmartcardCredentialProvider.dll
0x3eca0070	\Windows\System32\LogFiles\Scm\4f6df392-74ef-4515-bb9b-85e1da24f42e
0x3eca0f20	\Users\Alissa Simpson\Contacts\desktop.ini
0x3eca23e0	\atsvc
0x3eca2530	\atsvc
0x3eca2680	\Windows\System32\drivers\http.sys
0x3eca27d0	\atsvc
0x3eca2920	\Windows\Tasks
0x3eca3070	\Endpoint
0x3eca3f20	\Windows\System32\ntoskrnl.exe
0x3eca59f0	\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\SystemTask
0x3eca5b90	\Winsock2\CatalogChangeListener-36c-0
0x3eca6c80	\Endpoint
0x3eca7070	\Windows\System32\Tasks\Microsoft\Windows\SystemRestore\SR
0x3eca8070	\Endpoint
0x3eca89f0	\Endpoint
0x3eca98f0	\$Directory
0x3eca9c40	\Windows\System32\Tasks\Microsoft\Windows\Media Center\RecordingRestart
0x3ecaa9e0	\Windows\System32\drivers\pcw.sys
0x3ecac570	\$Directory
0x3ecac9e0	\Windows\System32\winbio.dll
0x3ecae070	\Windows\System32\vaultcli.dll
0x3ecae280	\Windows\System32\spoolsv.exe
0x3ecae3d0	\Windows\System32\Tasks\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck
0x3ecaeb80	\Windows\System32\LogFiles\Scm\5f5a18eb-dc73-4e45-a11c-b59043598412
0x3ecb1880	\Endpoint
0x3ecb2070	\Endpoint
0x3ecb2300	\Windows\System32\upnphost.dll
0x3ecb32d0	\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x3ecb3420	\$Recycle.Bin\S-1-5-21-3073570648-3149397540-2269648332-1001\desktop.ini
0x3ecb3f20	\Windows\System32\wbem\WmiPrvSE.exe
0x3ecb62b0	\Users\SmartNet\AppData\Roaming\Microsoft\Credentials
0x3ecb69c0	\Windows\System32\wbem\WmiPrvSE.exe
0x3ecb7430	\Windows\System32\SyncCenter.dll
0x3ecb7c00	\Windows\System32\virtdisk.dll
0x3ecb7de0	\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{25A3E8F7-4C97-4CEC-BE90-A7D979BFA32E}
0x3ecb9070	\Windows\System32\LogFiles\Scm\994c86ad-a929-4b2c-88a0-4e25a107a029
0x3ecb9dd0	\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x3ecb9f20	\Windows\System32\LogFiles\Scm\72db7465-bc54-491b-a92a-4637a28c9bbf
0x3ecba7d0	\Windows\System32\LogFiles\Scm\d7b6e81d-3cf4-432c-84d2-24213f4316e6
0x3ecc0560	\Windows\System32\actxprxy.dll
0x3ecc0b20	\Windows\System32\LogFiles\Scm\32d6f60c-3e43-42e6-8a92-722b9c8180c5
0x3ecc1cb0	\Windows\System32\Tasks\Microsoft\Windows\Media Center\PvrScheduleTask
0x3ecc2f20	\Windows\System32\LogFiles\Scm\2f57269b-1e09-4e2d-ab1e-b0fdac7d279c
0x3ecc3070	\$Directory
0x3ecc3460	\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy
